customer_id,customer_name,product_id_purchased,purchase_date_time,invoice_id
9,Elizabeth Robinson,130,2022-09-19 22:47:15.397370,52
9,Elizabeth Robinson,118,2022-05-11 18:21:25.059200,53
9,Elizabeth Robinson,99,2023-02-22 22:50:08.085297,54
9,Elizabeth Robinson,30,2023-06-28 06:57:43.758312,55
9,Elizabeth Robinson,189,2023-04-02 00:19:34.877334,56
9,Elizabeth Robinson,23,2022-11-13 16:58:31.904837,57
10,Michelle Sanchez,114,2022-09-28 10:50:58.922766,58
10,Michelle Sanchez,114,2023-06-30 23:38:13.275818,59
10,Michelle Sanchez,24,2023-01-26 17:31:10.275611,60
10,Michelle Sanchez,83,2022-04-30 07:38:51.929313,61
10,Michelle Sanchez,1,2022-01-27 11:33:58.832521,62
10,Michelle Sanchez,168,2023-06-04 05:27:42.196444,63
10,Michelle Sanchez,130,2022-01-12 23:15:48.117194,64
11,Leslie Davis,125,2022-09-08 22:45:12.468719,65
11,Leslie Davis,125,2022-07-14 01:27:50.691314,66
11,Leslie Davis,90,2022-03-22 16:47:47.583528,67
11,Leslie Davis,13,2023-05-15 04:29:03.145215,68
11,Leslie Davis,53,2022-07-26 04:37:46.198178,69
12,John Drake,203,2022-05-22 16:23:58.522408,70
12,John Drake,203,2022-09-16 09:35:49.130121,71
12,John Drake,176,2022-01-08 03:22:47.555226,72
12,John Drake,187,2023-04-23 12:49:11.462620,73
13,Robert Moore,29,2022-08-29 10:43:45.751131,74
13,Robert Moore,29,2022-01-29 05:31:18.449041,75
13,Robert Moore,29,2022-08-29 06:20:57.625604,76
14,Amanda Brown,15,2023-03-06 12:00:27.200918,77
14,Amanda Brown,182,2022-12-12 00:39:43.983628,78
14,Amanda Brown,86,2022-03-06 00:37:55.546948,79
14,Amanda Brown,205,2023-04-20 09:10:05.633049,80
14,Amanda Brown,22,2023-12-03 01:04:14.237709,81
14,Amanda Brown,67,2022-08-08 05:27:23.323259,82
15,Michael Harper,167,2022-06-26 13:16:14.009131,83
15,Michael Harper,201,2022-06-20 03:08:27.578920,84
15,Michael Harper,153,2023-06-04 12:47:08.286330,85
15,Michael Harper,137,2022-02-25 13:04:40.177893,86
15,Michael Harper,124,2023-10-30 18:49:35.203081,87
15,Michael Harper,64,2022-06-02 23:23:15.100478,88
16,Robert Whitaker,132,2022-02-07 14:30:41.241006,89
16,Robert Whitaker,132,2023-10-24 22:28:38.529469,90
16,Robert Whitaker,138,2022-12-03 03:13:32.574321,91
16,Robert Whitaker,109,2022-04-30 23:12:41.728266,92
16,Robert Whitaker,197,2023-01-07 21:32:43.997775,93
16,Robert Whitaker,57,2023-04-14 03:13:28.903903,94
17,Thomas Barnes,170,2022-11-21 00:03:43.087505,95
17,Thomas Barnes,156,2023-01-13 02:18:41.650025,96
17,Thomas Barnes,20,2023-04-23 22:24:13.670857,97
17,Thomas Barnes,136,2023-08-04 04:17:37.712833,98
17,Thomas Barnes,160,2023-03-26 08:03:46.103646,99
17,Thomas Barnes,115,2023-10-02 19:17:05.073010,100
17,Thomas Barnes,95,2022-03-04 13:01:34.745792,101
18,Jeffrey Lee,143,2022-10-30 04:22:36.827405,102
18,Jeffrey Lee,138,2023-07-19 18:31:47.062060,103
18,Jeffrey Lee,44,2023-05-05 16:22:50.982494,104
18,Jeffrey Lee,184,2023-04-29 03:51:36.700666,105
18,Jeffrey Lee,11,2023-12-31 22:37:09.936368,106
18,Jeffrey Lee,74,2023-02-18 00:53:06.435065,107
18,Jeffrey Lee,141,2022-03-13 23:40:35.970789,108
19,Colin Benjamin,60,2023-01-06 04:53:59.847389,109
19,Colin Benjamin,60,2022-11-20 09:01:53.977631,110
19,Colin Benjamin,60,2023-10-07 15:04:17.044454,111
19,Colin Benjamin,72,2023-03-09 04:52:35.005077,112
19,Colin Benjamin,60,2022-06-03 18:18:04.123420,113
19,Colin Benjamin,11,2023-03-09 18:40:34.612424,114
19,Colin Benjamin,157,2023-09-26 16:05:56.184207,115
19,Colin Benjamin,16,2023-03-05 22:21:11.489874,116
19,Colin Benjamin,202,2023-08-15 08:46:31.742155,117
20,Cynthia Macdonald,65,2022-09-22 12:51:37.754822,118
20,Cynthia Macdonald,65,2022-02-03 01:20:31.035908,119
20,Cynthia Macdonald,61,2022-04-21 14:55:39.671738,120
20,Cynthia Macdonald,175,2022-01-31 23:52:45.045857,121
20,Cynthia Macdonald,68,2022-06-17 00:51:03.307555,122
21,Brandon Wood,195,2022-06-04 23:35:51.232604,123
21,Brandon Wood,195,2023-10-31 17:51:06.064015,124
21,Brandon Wood,45,2023-04-19 21:48:12.687878,125
22,Richard Daniels,157,2023-08-10 17:52:26.907944,126
22,Richard Daniels,157,2023-08-04 16:24:21.805604,127
22,Richard Daniels,116,2022-09-20 11:33:56.075164,128
22,Richard Daniels,31,2023-10-29 09:48:22.060480,129
22,Richard Daniels,26,2023-09-09 09:02:36.370474,130
22,Richard Daniels,103,2022-12-22 17:29:03.350856,131
22,Richard Daniels,62,2023-07-19 18:30:03.436390,132
22,Richard Daniels,203,2022-11-14 19:37:11.931159,133
23,Kimberly Stewart,170,2022-09-22 06:12:24.803080,134
23,Kimberly Stewart,54,2022-02-22 23:40:29.567295,135
23,Kimberly Stewart,144,2022-04-01 04:11:43.556475,136
23,Kimberly Stewart,172,2023-06-28 12:59:11.344529,137
23,Kimberly Stewart,162,2023-07-09 23:29:55.141506,138
23,Kimberly Stewart,8,2023-04-23 20:31:16.634339,139
24,Christopher Fuller,50,2022-12-07 11:28:39.052134,140
24,Christopher Fuller,50,2023-01-08 23:36:44.536068,141
24,Christopher Fuller,50,2022-11-16 07:14:07.839820,142
24,Christopher Fuller,48,2022-03-11 10:28:46.650047,143
24,Christopher Fuller,104,2022-06-22 08:45:51.179649,144
25,Christine Chambers,182,2022-06-15 06:15:38.810820,145
25,Christine Chambers,182,2023-01-29 13:11:23.911323,146
25,Christine Chambers,106,2022-08-26 22:53:24.588894,147
25,Christine Chambers,201,2023-02-09 16:26:06.508468,148
25,Christine Chambers,18,2023-03-13 06:09:07.214652,149
25,Christine Chambers,178,2023-02-07 15:12:19.484028,150
26,Sierra Meyer,123,2022-07-18 18:10:53.378893,151
26,Sierra Meyer,123,2023-01-02 03:02:34.277366,152
26,Sierra Meyer,165,2023-09-05 02:54:10.691504,153
26,Sierra Meyer,195,2023-07-11 07:19:49.160872,154
26,Sierra Meyer,78,2022-08-02 19:15:47.149310,155
26,Sierra Meyer,151,2022-05-21 12:12:27.657500,156
26,Sierra Meyer,129,2023-08-20 10:01:46.662745,157
26,Sierra Meyer,140,2022-10-27 02:33:11.948698,158
26,Sierra Meyer,79,2023-05-07 19:14:51.263599,159
27,Rebecca Acosta,147,2022-08-22 12:10:44.727764,160
27,Rebecca Acosta,132,2022-12-21 14:29:30.202719,161
27,Rebecca Acosta,190,2022-07-25 19:59:44.306085,162
27,Rebecca Acosta,133,2023-12-21 12:24:04.807674,163
27,Rebecca Acosta,111,2022-08-21 17:47:47.440241,164
27,Rebecca Acosta,193,2023-02-05 00:25:58.655907,165
27,Rebecca Acosta,194,2023-12-14 03:10:46.419809,166
28,Gina Howard,104,2023-12-25 16:07:11.828322,167
28,Gina Howard,104,2022-05-14 13:00:19.770013,168
28,Gina Howard,2,2023-12-29 00:57:33.479525,169
28,Gina Howard,49,2023-08-22 10:12:16.716337,170
28,Gina Howard,124,2023-05-27 05:01:37.449121,171
28,Gina Howard,144,2022-02-06 10:27:41.164879,172
29,Jessica Ford,75,2022-03-21 09:47:15.661749,173
29,Jessica Ford,190,2023-05-10 15:52:49.633093,174
29,Jessica Ford,139,2022-04-03 04:05:14.178837,175
29,Jessica Ford,132,2022-03-17 02:09:46.914958,176
29,Jessica Ford,124,2023-09-15 21:11:31.030081,177
29,Jessica Ford,67,2023-10-09 16:31:44.004157,178
29,Jessica Ford,94,2023-08-28 00:36:38.698444,179
29,Jessica Ford,44,2023-06-16 09:10:11.644898,180
29,Jessica Ford,15,2023-01-19 01:23:11.866868,181
30,Michael Carter,60,2022-11-15 23:32:33.930016,182
30,Michael Carter,60,2022-12-11 12:46:32.087838,183
30,Michael Carter,60,2023-12-11 09:51:46.144971,184
30,Michael Carter,6,2022-06-24 16:06:26.675748,185
30,Michael Carter,142,2023-11-19 05:34:09.505804,186
30,Michael Carter,207,2022-07-24 19:57:56.970682,187
30,Michael Carter,96,2023-08-22 14:12:03.488970,188
30,Michael Carter,99,2023-04-10 22:58:14.104017,189
31,Cynthia Ford,152,2022-12-25 11:10:29.969572,190
31,Cynthia Ford,152,2022-08-07 14:23:24.806239,191
31,Cynthia Ford,36,2022-03-16 00:45:16.786091,192
32,Taylor Miller,7,2023-12-21 10:31:06.921515,193
32,Taylor Miller,7,2023-08-16 06:27:50.537546,194
32,Taylor Miller,68,2023-05-01 22:09:32.627282,195
32,Taylor Miller,164,2023-02-21 23:05:08.888511,196
33,Andrew Martin,64,2022-05-30 19:12:49.043568,197
33,Andrew Martin,64,2023-06-13 04:03:48.581979,198
33,Andrew Martin,64,2023-06-19 06:48:17.896388,199
34,Brandi Lopez,89,2022-08-22 02:50:37.496152,200
34,Brandi Lopez,89,2023-08-07 01:32:48.971399,201
34,Brandi Lopez,191,2023-12-28 07:18:10.074890,202
34,Brandi Lopez,70,2023-07-17 15:26:12.868780,203
34,Brandi Lopez,107,2022-03-29 08:13:17.635645,204
34,Brandi Lopez,3,2022-02-26 08:56:18.815458,205
34,Brandi Lopez,210,2023-01-01 21:52:23.539949,206
35,William Rogers,168,2022-04-04 12:08:44.147304,207
35,William Rogers,168,2022-10-11 18:36:13.781401,208
35,William Rogers,168,2023-02-01 09:17:47.317189,209
35,William Rogers,26,2023-05-16 12:10:06.111210,210
35,William Rogers,108,2022-10-09 02:50:13.023097,211
35,William Rogers,34,2023-02-23 23:39:48.008094,212
36,Karen Nelson,172,2023-07-06 11:14:02.336052,213
36,Karen Nelson,198,2023-03-07 19:21:17.362737,214
36,Karen Nelson,117,2023-03-29 07:59:37.477444,215
37,Jennifer Frederick,26,2023-09-23 16:58:08.765460,216
37,Jennifer Frederick,26,2022-05-30 21:35:56.573425,217
37,Jennifer Frederick,26,2022-10-03 21:38:40.183111,218
37,Jennifer Frederick,57,2022-06-10 01:29:27.560430,219
37,Jennifer Frederick,178,2022-07-03 18:40:53.937909,220
37,Jennifer Frederick,193,2022-12-16 05:57:43.627784,221
37,Jennifer Frederick,44,2023-07-02 16:31:10.210465,222
37,Jennifer Frederick,142,2023-10-04 16:26:45.886027,223
38,Cassandra Jones,39,2023-07-25 18:17:02.183252,224
38,Cassandra Jones,39,2022-07-27 21:28:16.633567,225
38,Cassandra Jones,209,2022-04-22 23:36:07.006965,226
38,Cassandra Jones,104,2022-09-25 14:12:43.615981,227
38,Cassandra Jones,18,2022-09-10 04:03:12.849744,228
38,Cassandra Jones,35,2022-05-22 22:34:52.145058,229
38,Cassandra Jones,177,2023-05-05 12:00:52.829428,230
38,Cassandra Jones,78,2022-04-06 06:26:53.018429,231
39,Carlos Marsh,49,2023-11-02 04:08:08.353732,232
39,Carlos Marsh,49,2023-01-23 22:27:27.345167,233
39,Carlos Marsh,49,2022-02-16 04:53:11.759148,234
39,Carlos Marsh,58,2023-01-29 13:29:29.033153,235
39,Carlos Marsh,7,2022-08-20 00:23:39.707641,236
39,Carlos Marsh,39,2023-04-04 02:09:44.102081,237
40,Amber Hull,66,2023-04-20 17:10:41.812160,238
40,Amber Hull,148,2023-03-03 17:52:09.486207,239
40,Amber Hull,121,2022-07-13 22:13:41.528002,240
41,Robert Anderson,194,2023-07-01 11:40:17.124496,241
41,Robert Anderson,194,2022-05-05 18:59:23.283569,242
41,Robert Anderson,194,2023-03-22 21:34:46.777361,243
41,Robert Anderson,165,2023-11-30 10:50:43.019816,244
41,Robert Anderson,204,2022-10-15 07:52:32.599935,245
41,Robert Anderson,87,2022-08-01 09:00:16.509345,246
41,Robert Anderson,200,2022-04-23 02:56:18.747392,247
42,Dustin Daniels,36,2023-06-17 01:41:09.275410,248
42,Dustin Daniels,36,2022-04-16 07:32:22.909665,249
42,Dustin Daniels,36,2022-10-24 17:22:14.204262,250
42,Dustin Daniels,193,2022-02-08 01:14:14.536537,251
42,Dustin Daniels,173,2022-10-15 11:41:47.527022,252
42,Dustin Daniels,77,2022-04-12 01:33:16.035678,253
42,Dustin Daniels,75,2023-03-09 13:51:02.441214,254
42,Dustin Daniels,2,2022-01-13 08:30:42.169150,255
43,James Acosta,103,2023-01-12 17:31:21.220602,256
43,James Acosta,45,2022-06-18 19:56:22.897245,257
43,James Acosta,81,2022-11-08 06:35:47.245010,258
43,James Acosta,198,2022-07-14 10:52:42.151761,259
43,James Acosta,109,2022-08-16 21:47:51.440068,260
43,James Acosta,20,2022-11-22 17:22:00.926071,261
43,James Acosta,36,2023-10-18 04:15:10.310749,262
44,David Hayes,90,2022-09-19 21:49:40.040565,263
44,David Hayes,90,2023-12-08 22:50:00.782984,264
44,David Hayes,29,2023-09-09 01:45:39.178519,265
45,Christopher Calhoun,200,2022-04-24 15:40:06.756053,266
45,Christopher Calhoun,200,2023-03-26 04:14:24.618677,267
45,Christopher Calhoun,200,2023-06-20 17:23:51.440713,268
45,Christopher Calhoun,155,2023-01-11 00:49:39.421008,269
45,Christopher Calhoun,195,2023-04-11 17:05:26.952117,270
45,Christopher Calhoun,18,2023-10-08 12:30:25.472754,271
45,Christopher Calhoun,204,2023-12-03 08:36:06.801315,272
46,Alyssa Robles,208,2022-08-05 04:46:55.502278,273
46,Alyssa Robles,208,2023-06-03 13:57:54.037137,274
46,Alyssa Robles,208,2023-09-25 15:16:59.811987,275
46,Alyssa Robles,124,2023-08-18 06:04:46.108770,276
46,Alyssa Robles,99,2023-05-05 05:15:22.507384,277
47,Amanda Murray,109,2023-04-16 14:51:55.973499,278
47,Amanda Murray,109,2023-06-11 11:27:42.427628,279
47,Amanda Murray,109,2023-03-11 03:51:11.203414,280
48,Christopher Simmons,198,2023-07-05 16:11:52.056231,281
48,Christopher Simmons,16,2023-06-27 17:44:48.802731,282
48,Christopher Simmons,58,2022-08-11 08:26:57.966187,283
48,Christopher Simmons,19,2022-01-01 00:06:05.804731,284
48,Christopher Simmons,129,2022-11-03 00:30:18.997167,285
48,Christopher Simmons,111,2022-03-17 04:20:22.780494,286
48,Christopher Simmons,161,2022-08-27 18:49:31.766319,287
48,Christopher Simmons,20,2023-05-05 08:31:03.940796,288
49,Cathy Williams,120,2022-04-23 16:15:16.553677,289
49,Cathy Williams,79,2023-09-15 05:04:42.621530,290
49,Cathy Williams,58,2022-12-20 13:26:56.628217,291
49,Cathy Williams,61,2023-06-27 14:02:40.745813,292
49,Cathy Williams,144,2023-10-01 00:34:11.284058,293
50,John Meyer,79,2023-12-02 02:07:05.705281,294
50,John Meyer,79,2023-11-12 12:26:44.346957,295
50,John Meyer,5,2022-07-28 15:09:04.216998,296
50,John Meyer,95,2023-02-27 21:32:21.576955,297
50,John Meyer,207,2023-05-30 08:00:47.566261,298
50,John Meyer,95,2023-03-31 17:39:01.652847,299
51,Elizabeth Williams,167,2022-05-25 16:09:52.114686,300
51,Elizabeth Williams,167,2022-05-03 21:06:48.630113,301
51,Elizabeth Williams,167,2022-01-03 18:04:43.807410,302
52,Jason Lewis,147,2022-07-09 12:56:26.811056,303
52,Jason Lewis,147,2023-03-18 05:56:34.381808,304
52,Jason Lewis,147,2023-09-13 14:42:20.779018,305
52,Jason Lewis,21,2022-08-01 10:38:20.291080,306
52,Jason Lewis,58,2022-09-26 15:07:00.262507,307
52,Jason Lewis,127,2023-11-12 10:23:56.201513,308
52,Jason Lewis,88,2022-11-18 20:48:48.910064,309
53,Brian Villanueva,81,2022-01-21 16:43:58.633037,310
53,Brian Villanueva,81,2022-06-08 19:02:12.536783,311
53,Brian Villanueva,81,2023-04-18 06:51:33.980616,312
53,Brian Villanueva,43,2022-09-13 03:56:18.403718,313
53,Brian Villanueva,168,2023-12-26 11:27:39.595149,314
53,Brian Villanueva,176,2022-05-07 20:00:18.356039,315
53,Brian Villanueva,170,2023-07-13 08:43:11.684455,316
53,Brian Villanueva,28,2023-10-27 10:46:28.310351,317
53,Brian Villanueva,184,2022-10-14 06:32:11.104875,318
54,Todd Williams,46,2023-11-03 09:32:37.887550,319
54,Todd Williams,170,2022-01-28 23:58:48.797551,320
54,Todd Williams,77,2023-10-24 08:57:35.358456,321
54,Todd Williams,43,2022-05-05 02:13:25.038596,322
54,Todd Williams,131,2023-05-24 04:12:48.827661,323
55,Ashley Simmons,51,2023-03-16 13:53:22.661347,324
55,Ashley Simmons,187,2023-03-10 15:13:44.714245,325
55,Ashley Simmons,17,2023-01-27 05:30:27.424420,326
55,Ashley Simmons,87,2022-01-28 09:17:54.780352,327
56,Walter Anderson,209,2022-05-03 09:12:50.257672,328
56,Walter Anderson,125,2022-09-04 04:40:59.808614,329
56,Walter Anderson,46,2022-02-17 01:08:38.051236,330
56,Walter Anderson,157,2023-07-08 03:10:37.903080,331
56,Walter Anderson,112,2022-05-25 05:43:04.916145,332
57,Andrew Herrera,114,2023-09-17 19:41:47.899629,333
57,Andrew Herrera,114,2022-07-21 14:52:36.878189,334
57,Andrew Herrera,114,2022-08-23 00:46:26.201863,335
58,Aaron Fuller,8,2023-09-27 17:42:26.576659,336
58,Aaron Fuller,8,2022-06-04 14:25:33.761822,337
58,Aaron Fuller,88,2023-06-27 04:07:24.977107,338
59,John Scott,96,2022-08-03 19:34:35.071483,339
59,John Scott,96,2022-05-24 08:53:19.900556,340
59,John Scott,191,2023-09-07 08:53:24.325806,341
59,John Scott,24,2023-08-11 20:30:53.171459,342
59,John Scott,110,2022-04-30 02:51:19.486655,343
59,John Scott,49,2023-08-04 08:16:00.803813,344
59,John Scott,172,2022-05-07 23:22:32.532081,345
59,John Scott,45,2022-10-15 16:30:17.532907,346
59,John Scott,140,2022-07-01 08:01:03.212063,347
60,Sonia Warren,104,2022-03-04 11:29:17.558409,348
60,Sonia Warren,81,2023-03-20 13:23:35.822045,349
60,Sonia Warren,102,2023-02-17 21:59:06.496379,350
60,Sonia Warren,21,2022-07-13 04:25:58.115050,351
60,Sonia Warren,105,2022-07-15 09:34:04.763604,352
61,Michael Martinez,93,2022-03-23 13:47:34.864794,353
61,Michael Martinez,73,2023-07-03 16:23:10.906185,354
61,Michael Martinez,165,2023-03-16 21:41:34.458751,355
61,Michael Martinez,67,2023-09-02 05:52:32.337213,356
61,Michael Martinez,156,2023-10-14 00:50:25.187397,357
62,Zachary Hancock,52,2022-08-30 11:11:51.023898,358
62,Zachary Hancock,139,2023-02-05 12:46:20.798319,359
62,Zachary Hancock,188,2023-08-07 13:07:11.214932,360
62,Zachary Hancock,150,2023-02-07 00:45:58.090173,361
62,Zachary Hancock,61,2022-01-02 20:25:17.389870,362
62,Zachary Hancock,151,2023-05-15 11:24:42.089288,363
63,Henry Daniel,100,2023-06-30 07:01:35.758530,364
63,Henry Daniel,100,2022-07-02 14:45:58.475798,365
63,Henry Daniel,100,2023-12-24 04:43:21.199126,366
63,Henry Daniel,27,2022-06-16 07:14:58.211174,367
64,Kyle Rogers,41,2022-04-23 03:23:47.993984,368
64,Kyle Rogers,41,2023-07-17 01:56:26.471902,369
64,Kyle Rogers,41,2023-11-17 14:35:33.088856,370
64,Kyle Rogers,124,2023-11-29 17:23:33.268959,371
65,Paula Mckee,98,2023-03-15 07:45:27.707800,372
65,Paula Mckee,98,2022-05-21 08:15:29.716915,373
65,Paula Mckee,98,2022-01-20 01:11:33.124782,374
65,Paula Mckee,39,2022-04-30 18:41:09.626030,375
66,Emily Jimenez,103,2023-11-17 21:06:53.296563,376
66,Emily Jimenez,178,2022-08-25 15:07:00.469423,377
66,Emily Jimenez,31,2022-07-10 10:17:07.027458,378
67,Kimberly Evans MD,133,2022-04-27 18:11:25.232209,379
67,Kimberly Evans MD,133,2022-03-28 00:11:25.790452,380
67,Kimberly Evans MD,133,2022-08-07 08:53:59.333744,381
68,Jennifer Johnston,111,2022-12-06 03:56:05.271647,382
68,Jennifer Johnston,111,2023-02-26 15:58:56.849131,383
68,Jennifer Johnston,111,2022-01-23 23:51:23.574636,384
68,Jennifer Johnston,170,2023-12-09 22:31:13.226462,385
68,Jennifer Johnston,197,2022-01-16 05:18:22.389008,386
68,Jennifer Johnston,125,2023-04-04 19:38:32.092465,387
68,Jennifer Johnston,147,2022-12-11 15:22:00.103915,388
69,Kyle Bradford,66,2022-05-12 08:11:40.074531,389
69,Kyle Bradford,66,2022-12-31 23:14:15.942179,390
69,Kyle Bradford,66,2022-06-29 04:34:32.010811,391
69,Kyle Bradford,114,2022-10-19 21:09:27.610343,392
69,Kyle Bradford,110,2023-02-08 07:46:53.215756,393
69,Kyle Bradford,157,2023-04-26 11:44:03.359937,394
70,Frederick Ross,83,2023-01-30 11:40:34.344172,395
70,Frederick Ross,102,2022-11-11 17:18:41.319456,396
70,Frederick Ross,71,2022-07-05 10:51:08.119789,397
71,Michael Baxter,12,2022-12-18 06:44:53.891215,398
71,Michael Baxter,204,2022-10-17 21:56:24.672072,399
71,Michael Baxter,195,2023-08-05 06:32:44.185892,400
71,Michael Baxter,71,2022-01-05 08:17:44.159618,401
71,Michael Baxter,171,2022-09-10 06:24:32.892744,402
72,Adam Sawyer,178,2023-12-12 16:47:11.753869,403
72,Adam Sawyer,173,2022-11-12 05:15:44.314541,404
72,Adam Sawyer,135,2022-07-16 10:52:28.521989,405
72,Adam Sawyer,23,2022-05-08 03:48:03.323481,406
73,David Payne,110,2022-01-04 14:07:40.737682,407
73,David Payne,110,2023-08-31 17:15:44.535793,408
73,David Payne,110,2022-08-22 03:59:11.336185,409
73,David Payne,39,2023-02-25 21:15:50.546315,410
73,David Payne,168,2022-12-23 18:05:08.345884,411
73,David Payne,170,2023-01-11 13:42:32.157248,412
74,Brittney Guerrero,115,2022-10-16 14:41:42.132753,413
74,Brittney Guerrero,115,2023-08-19 00:27:58.611448,414
74,Brittney Guerrero,115,2022-04-11 10:05:02.214506,415
74,Brittney Guerrero,1,2022-07-13 17:44:12.075182,416
74,Brittney Guerrero,204,2022-02-07 07:53:12.491630,417
74,Brittney Guerrero,157,2023-07-04 14:30:07.869153,418
74,Brittney Guerrero,160,2023-04-12 07:49:50.105151,419
74,Brittney Guerrero,85,2022-12-08 13:30:59.513131,420
74,Brittney Guerrero,4,2022-09-26 11:10:42.262665,421
75,Kerry Dyer,114,2022-10-17 13:46:42.956246,422
75,Kerry Dyer,114,2023-07-08 06:54:25.708790,423
75,Kerry Dyer,114,2023-01-01 00:12:59.880336,424
75,Kerry Dyer,88,2022-06-25 21:18:25.817107,425
75,Kerry Dyer,5,2022-01-10 09:16:01.079716,426
75,Kerry Dyer,46,2023-03-09 11:54:26.591741,427
75,Kerry Dyer,62,2023-01-16 23:08:00.309976,428
75,Kerry Dyer,92,2022-01-27 05:37:59.136608,429
76,Brian Hess,206,2023-06-04 10:09:07.448927,430
76,Brian Hess,206,2022-04-21 04:09:51.483778,431
76,Brian Hess,206,2023-04-14 10:48:23.251543,432
76,Brian Hess,77,2023-12-12 23:03:51.332286,433
76,Brian Hess,90,2022-05-07 07:47:45.966273,434
76,Brian Hess,21,2022-12-12 06:24:51.019915,435
77,Gail Martin,202,2023-12-21 00:29:06.156239,436
77,Gail Martin,202,2023-06-11 08:34:15.172246,437
77,Gail Martin,202,2022-08-09 14:47:08.397049,438
78,Susan Meza,164,2022-05-16 03:30:27.041977,439
78,Susan Meza,164,2022-06-01 16:14:26.223763,440
78,Susan Meza,27,2022-04-20 21:11:29.327972,441
78,Susan Meza,6,2022-09-11 21:11:53.783968,442
78,Susan Meza,166,2023-05-25 04:35:24.180169,443
78,Susan Meza,35,2022-03-19 12:01:22.084723,444
78,Susan Meza,96,2023-07-11 09:55:59.227717,445
78,Susan Meza,43,2022-12-16 14:05:18.842739,446
78,Susan Meza,132,2022-09-13 01:47:20.027574,447
79,Katherine Mejia,161,2023-08-13 06:52:33.074632,448
79,Katherine Mejia,161,2023-08-10 01:10:42.735152,449
79,Katherine Mejia,7,2022-11-24 09:14:11.909070,450
79,Katherine Mejia,28,2023-08-16 19:47:35.493002,451
79,Katherine Mejia,81,2023-09-10 17:38:16.690033,452
79,Katherine Mejia,191,2022-09-04 20:50:44.662122,453
79,Katherine Mejia,24,2023-07-06 18:41:42.432604,454
79,Katherine Mejia,39,2022-01-20 05:34:34.195062,455
79,Katherine Mejia,166,2022-04-25 10:02:55.621011,456
80,Lee Kramer Jr.,1,2022-09-16 06:21:50.713921,457
80,Lee Kramer Jr.,1,2022-08-07 06:12:47.802031,458
80,Lee Kramer Jr.,5,2023-02-02 13:49:35.039074,459
